Make:,Model:,Year:,Body type:,Exterior color:,Interior color:,Mileage:,VIN:,Price:,Dealer Name:,Dealer Address:,Trim:,Dealer's Price:,MSRP:,Location:,Transmission:,Exterior Color:,Interior Color:,Est. Gas Mileage*:,Battery Performance:,Engine:,Drivetrain:,Fuel Type:,Condition:,Cabin Size:,NHTSA Overall Safety Rating:
,Wrangler,,,,,1 miles,1C4JJXP61NW198189,"$59,070",Big Star Chrysler Jeep Dodge RAM Fiat Clear Lake,"15711 Gulf Fwy<br>Webster, TX 77598",,"$59,070","$59,070","Webster, TX
11 mi away",Automatic,Black Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,0 miles,1C4JJXP66NW218825,"$59,230",Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North<br>Humble, TX 77338",,"$59,230","$60,730","Humble, TX
22 mi away",Automatic,Sting-Gray Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXP69NW278338,"$59,253",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$59,056","$60,475","Lake Charles, LA
134 mi away",8-Speed Automatic,Black Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXP63NW198467,"$59,350",Tomball Dodge Chrysler Jeep,"23777 Highway 249<br>Tomball, TX 77375",,"$59,350","$59,350","Tomball, TX
30 mi away",8-Speed Automatic,Bright White Clearcoat,White (Clx9),"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,10 miles,1C4JJXP69NW229317,"$59,480",Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578",,"$59,480","$57,480","Manvel, TX
12 mi away",8-Speed Automatic,Gray (Granite Crystal Metallic Clearcoat),Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,0 miles,1C4JJXP61NW179058,"$59,675",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098",,"$59,675","$59,675","Houston, TX
7 mi away",8-Speed Automatic Overdrive,Bright White Clearcoat,Black,,"2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,2 miles,1C4JJXP63NW136907,"$59,770",Northwest Chrysler Jeep Dodge,"19616 Northwest Fwy<br>Houston, TX 77065",,"$59,770","$59,770","Houston, TX
24 mi away",Automatic,Gray (Granite Crystal Metallic Clearcoat),Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,0 miles,1C4JJXP69NW276427,"$59,870",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098",,"$59,870","$59,870","Houston, TX
7 mi away",8-Speed Automatic Overdrive,Sting-Gray Clearcoat,Dark Saddle/Black,,"2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXP61NW277586,"$59,927",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$59,730","$61,225","Lake Charles, LA
134 mi away",8-Speed Automatic,Silver Zynith Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,0 miles,1C4JJXP66NW198186,"$60,070",Bayway Chrysler Dodge Jeep Ram,"4000 Pasadena Fwy<br>Pasadena, TX 77503",,"$60,070","$60,070","Pasadena, TX
12 mi away",8-Speed Automatic,Silver Zynith,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,0 miles,1C4JJXP6XNW179060,"$60,070",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098",,"$60,070","$60,070","Houston, TX
7 mi away",8-Speed Automatic Overdrive,Silver Zynith Clearcoat,Black,,"2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,0 miles,1C4JJXP63NW179059,"$60,070",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098",,"$60,070","$60,070","Houston, TX
7 mi away",8-Speed Automatic Overdrive,Silver Zynith Clearcoat,Black,,"2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,0 miles,1C4JJXP66NW179055,"$60,070",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098",,"$60,070","$60,070","Houston, TX
7 mi away",8-Speed Automatic Overdrive,Silver Zynith Clearcoat,Dark Saddle/Black,,"2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,0 miles,1C4JJXP6XNW179057,"$60,070",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098",,"$60,070","$60,070","Houston, TX
7 mi away",8-Speed Automatic Overdrive,Black Clearcoat,Black,,"2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,0 miles,1C4JJXP64NW179054,"$60,070",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098",,"$60,070","$60,070","Houston, TX
7 mi away",8-Speed Automatic Overdrive,Silver Zynith Clearcoat,Dark Saddle/Black,,"2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,0 miles,1C4JJXP68NW179056,"$60,070",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098",,"$60,070","$60,070","Houston, TX
7 mi away",8-Speed Automatic Overdrive,Sting-Gray Clearcoat,Dark Saddle/Black,,"2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,11 miles,1C4JJXP64NW198395,"$60,080",Momentum Chrysler Dodge Jeep Ram,"3704 NE I 10 Frontage Rd<br>Sealy, TX 77474",,"$60,080","$60,080","Sealy, TX
48 mi away",Automatic,Bright White Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXP68NW236159,"$60,147",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$59,950","$61,470","Lake Charles, LA
134 mi away",8-Speed Automatic,Brown (Limited Edition Gobi Clearcoat),Dark Saddle/Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXP61NW153303,"$60,149",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$59,952","$61,470","Lake Charles, LA
134 mi away",8-Speed Automatic,Sarge Green Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXP67NW277754,"$60,149",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$59,952","$61,470","Lake Charles, LA
134 mi away",8-Speed Automatic,Yellow (High Velocity Clearcoat),Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,10 miles,1C4JJXP67NW229509,"$60,250",Bayway Chrysler Dodge Jeep Ram,"4000 Pasadena Fwy<br>Pasadena, TX 77503",,"$60,250","$60,250","Pasadena, TX
12 mi away",8-Speed Automatic,Bright White,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,5 miles,1C4JJXP63NW229314,"$60,280",Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578",,"$60,280","$58,280","Manvel, TX
12 mi away",8-Speed Automatic,Black Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,10 miles,1C4JJXP60NW229321,"$60,280",Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578",,"$60,280","$58,280","Manvel, TX
12 mi away",8-Speed Automatic,Sarge Green Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,10 miles,1C4JJXP61NW229313,"$60,280",Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578",,"$60,280","$58,280","Manvel, TX
12 mi away",8-Speed Automatic,Black Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,5 miles,1C4JJXP60NW229318,"$60,280",Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578",,"$60,280","$58,280","Manvel, TX
12 mi away",8-Speed Automatic,Gray (Granite Crystal Metallic Clearcoat),Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,5 miles,1C4JJXP69NW229320,"$60,280",Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578",,"$60,280","$58,280","Manvel, TX
12 mi away",8-Speed Automatic,Hydro Blue Pearl Coat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,0 miles,1C4JJXP67NW268021,"$60,355",Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North<br>Humble, TX 77338",,"$60,355","$61,855","Humble, TX
22 mi away",Automatic,Black Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,0 miles,1C4JJXP6XNW229956,"$60,645",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098",,"$60,645","$60,645","Houston, TX
7 mi away",8-Speed Automatic Overdrive,Silver Zynith Clearcoat,Black,,"2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,0 miles,1C4JJXP68NW229955,"$60,645",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098",,"$60,645","$60,645","Houston, TX
7 mi away",8-Speed Automatic Overdrive,Black Clearcoat,Black,,"2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,0 miles,1C4JJXP69NW272149,"$60,730",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098",,"$60,730","$60,730","Houston, TX
7 mi away",8-Speed Automatic Overdrive,Firecracker Red Clearcoat,Black,,"2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,1 miles,1C4JJXP6XNW205396,"$60,770",Big Star Chrysler Jeep Dodge RAM Fiat Clear Lake,"15711 Gulf Fwy<br>Webster, TX 77598",,"$60,770","$60,770","Webster, TX
11 mi away",Automatic,Yellow (High Velocity Clearcoat),Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXR68NW249457,"$60,826",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$60,629","$63,075","Lake Charles, LA
134 mi away",8-Speed Automatic,Black Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,0 miles,1C4JJXP62NW229255,"$60,940",Gillman Jeep,"10575 W Sam Houston Pkwy S<br>Houston, TX 77099",,"$60,940","$60,940","Houston, TX
13 mi away",Automatic,Red,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXP65NW277610,"$60,976",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$60,779","$62,390","Lake Charles, LA
134 mi away",8-Speed Automatic,Firecracker Red Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXP67NW230479,"$60,979",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$60,782","$63,530","Lake Charles, LA
134 mi away",8-Speed Automatic,Bright White Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXP62NW249778,"$61,231",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$61,034","$61,675","Lake Charles, LA
134 mi away",8-Speed Automatic,Bright White Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXP61NW220272,"$61,361",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$61,164","$62,820","Lake Charles, LA
134 mi away",8-Speed Automatic,Gray (Granite Crystal Metallic Clearcoat),Dark Saddle/Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,2 miles,1C4JJXP63NW271126,"$63,740",Fowler Jeep of Boulder,"5075 East Pearl Pkwy<br>Boulder, CO 80301",,"$61,470","$61,470","Boulder, CO
908 mi away",8-Speed Automatic,Black Clearcoat,Dark Saddle/Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,2 miles,1C4JJXP67NW275034,"$63,870",Fowler Jeep of Boulder,"5075 East Pearl Pkwy<br>Boulder, CO 80301",,"$61,600","$61,600","Boulder, CO
908 mi away",8-Speed Automatic,Bright White Clearcoat,Dark Saddle/Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXR6XNW268026,"$61,675",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$61,478","$62,880","Lake Charles, LA
134 mi away",8-Speed Automatic,Bright White Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXR6XNW268009,"$61,675",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$61,478","$62,880","Lake Charles, LA
134 mi away",8-Speed Automatic,Bright White Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXP63NW259848,"$61,780",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$61,583","$63,285","Lake Charles, LA
134 mi away",8-Speed Automatic,Hydro Blue Pearl Coat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXP68NW239658,"$61,808",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$61,611","$64,450","Lake Charles, LA
134 mi away",8-Speed Automatic,Silver Zynith Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXR69NW257812,"$61,855",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$61,658","$63,080","Lake Charles, LA
134 mi away",8-Speed Automatic,Sarge Green Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXP69NW278551,"$61,860",Tomball Dodge Chrysler Jeep,"23777 Highway 249<br>Tomball, TX 77375",,"$61,860","$61,860","Tomball, TX
30 mi away",8-Speed Automatic,Gray (Granite Crystal Metallic Clearcoat),Gray (Clx9),"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,5 miles,1C4JJXP60NW213734,"$61,965",Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578",,"$61,965","$59,965","Manvel, TX
12 mi away",8-Speed Automatic,Gray (Granite Crystal Metallic Clearcoat),Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,10 miles,1C4JJXP69NW213733,"$61,965",Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578",,"$61,965","$59,965","Manvel, TX
12 mi away",8-Speed Automatic,Black Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXR68NW260703,"$62,031",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$61,834","$63,275","Lake Charles, LA
134 mi away",8-Speed Automatic,Black Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,0 miles,1C4JJXR68NW198655,"$62,325",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079",,"$62,325","$65,725","Houston, TX
18 mi away",8-Speed Automatic,Black,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXP60NW260309,"$62,381",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$62,184","$63,950","Lake Charles, LA
134 mi away",8-Speed Automatic,Black Clearcoat,Dark Saddle/Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,15 miles,1C4JJXP65NW153563,"$62,381",Premier CDJR of Lamesa,"1611 Lubbock Hwy<br>Lamesa, TX 79331",,"$61,935","$61,935","Lamesa, TX
445 mi away",8-Speed Automatic,Black Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,5 miles,1C4JJXP62NW229319,"$62,480",Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578",,"$62,480","$57,480","Manvel, TX
12 mi away",8-Speed Automatic,Yellow (High Velocity Clearcoat),Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXR63NW190253,"$62,486",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$62,289","$64,920","Lake Charles, LA
134 mi away",8-Speed Automatic,Bright White Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXR6XNW266731,"$62,575",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$62,378","$63,880","Lake Charles, LA
134 mi away",8-Speed Automatic,Bright White Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXR60NW199508,"$62,600",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$62,403","$65,065","Lake Charles, LA
134 mi away",8-Speed Automatic,Silver Zynith Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,2 miles,1C4JJXP63NW250034,"$65,000",Fowler Jeep of Boulder,"5075 East Pearl Pkwy<br>Boulder, CO 80301",,"$62,730","$62,730","Boulder, CO
908 mi away",8-Speed Automatic,Hydro Blue Pearl Coat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXR61NW232659,"$62,846",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$62,649","$65,320","Lake Charles, LA
134 mi away",8-Speed Automatic,Brown (Limited Edition Gobi Clearcoat),Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXP62NW279752,"$62,860",Tomball Dodge Chrysler Jeep,"23777 Highway 249<br>Tomball, TX 77375",,"$62,860","$62,860","Tomball, TX
30 mi away",8-Speed Automatic,Black Clearcoat,Black (Clx9),"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXR68NW266730,"$62,931",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$62,734","$64,275","Lake Charles, LA
134 mi away",8-Speed Automatic,Silver Zynith Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXR68NW185243,"$63,007",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$62,810","$66,525","Lake Charles, LA
134 mi away",8-Speed Automatic,Gray (Granite Crystal Metallic Clearcoat),Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,10 miles,1C4JJXP61NW213709,"$63,075",Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578",,"$63,075","$61,075","Manvel, TX
12 mi away",8-Speed Automatic,Silver Zynith Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXP63NW206339,"$63,075",Yaklin Chrysler Dodge Jeep Ram of Angleton,"1212 S Velasco St<br>Angleton, TX 77515",,"$63,075","$63,075","Angleton, TX
36 mi away",8-Speed Automatic,Bright White Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,0 miles,1C4JJXR69NW107831,"$63,170",Gillman Jeep,"10575 W Sam Houston Pkwy S<br>Houston, TX 77099",,"$63,170","$63,170","Houston, TX
13 mi away",Automatic,Black,,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXR6XNW261397,"$63,355",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$63,158","$64,745","Lake Charles, LA
134 mi away",8-Speed Automatic,Sting-Gray Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXR68NW172119,"$63,687",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$63,490","$65,115","Lake Charles, LA
134 mi away",8-Speed Automatic,Firecracker Red Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXR62NW238812,"$63,827",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$63,630","$65,270","Lake Charles, LA
134 mi away",8-Speed Automatic,Hydro Blue Pearl Coat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXR68NW210626,"$63,918",Mark Dodge,"3777 Gerstner Memorial Blvd<br>Lake Charles, LA 70607",,"$63,721","$66,510","Lake Charles, LA
134 mi away",8-Speed Automatic,Bright White Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,5 miles,1C4JJXP68NW213707,"$63,925",Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578",,"$63,925","$61,925","Manvel, TX
12 mi away",8-Speed Automatic,Gray (Granite Crystal Metallic Clearcoat),Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
